07/10 04:41:36 AM | 
07/10 05:25:56 AM | Train: [  1/600] Step 071/071 Loss: 0.478 Recall: 0.880 FA: 4 F1: 0.862745
07/10 05:25:56 AM | [20  4  3 22]
07/10 05:25:56 AM | Train: [  1/600] Final Recall 86.2345% FA 1449 F1: 85.3267%
07/10 05:25:56 AM | [7659 1449 1255 7862]
07/10 05:25:57 AM | Valid: [  1/600] Step 000/061 Loss: 0.336 Recall: 0.684 FA: 49 F1: 0.320988
07/10 05:25:57 AM | [188  49   6  13]
07/10 05:26:01 AM | Valid: [  1/600] Final Recall 84.2829% FA 1214 F1: 39.8699%
07/10 05:26:01 AM | [5707 1214   80  429]
07/10 05:26:01 AM | Valid: Time Spent: 4.844836s
07/10 05:26:01 AM | [0.39869888475836435]
07/10 05:26:03 AM | Model size = 1.437 MB
07/10 05:26:03 AM | Epoch 0 LR 0.05
07/10 05:26:05 AM | Train: [  1/600] Step 000/071 Loss: 0.935 Recall: 0.640 FA: 48 F1: 0.632411
07/10 05:26:05 AM | [83 48 45 80]
07/10 05:26:25 AM | Train: [  1/600] Step 050/071 Loss: 0.531 Recall: 0.811 FA: 8 F1: 0.865546
07/10 05:26:25 AM | [121   8  24 103]
07/10 05:26:33 AM | Train: [  1/600] Step 071/071 Loss: 0.482 Recall: 0.857 FA: 0 F1: 0.923077
07/10 05:26:33 AM | [28  0  3 18]
07/10 05:26:34 AM | Train: [  1/600] Final Recall 86.6718% FA 1510 F1: 85.2341%
07/10 05:26:34 AM | [7674 1510 1205 7836]
07/10 05:26:34 AM | Valid: [  1/600] Step 000/061 Loss: 0.675 Recall: 0.917 FA: 38 F1: 0.360656
07/10 05:26:34 AM | [206  38   1  11]
07/10 05:26:38 AM | Valid: [  1/600] Final Recall 80.2151% FA 1139 F1: 37.7339%
07/10 05:26:38 AM | [6076 1139   92  373]
07/10 05:26:38 AM | Valid: Time Spent: 4.711756s
07/10 05:26:38 AM | [0.37733940313606473]
07/10 05:26:40 AM | Model size = 1.390 MB
07/10 05:26:40 AM | Epoch 0 LR 0.05
07/10 05:26:42 AM | Train: [  1/600] Step 000/071 Loss: 0.870 Recall: 0.620 FA: 27 F1: 0.682731
07/10 05:26:42 AM | [92 27 52 85]
07/10 05:27:00 AM | Train: [  1/600] Step 050/071 Loss: 0.529 Recall: 0.841 FA: 16 F1: 0.854839
07/10 05:27:00 AM | [114  16  20 106]
07/10 05:27:07 AM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.778 FA: 3 F1: 0.823529
07/10 05:27:07 AM | [19  3  6 21]
07/10 05:27:07 AM | Train: [  1/600] Final Recall 85.9008% FA 1459 F1: 85.0886%
07/10 05:27:07 AM | [7652 1459 1285 7829]
07/10 05:27:08 AM | Valid: [  1/600] Step 000/061 Loss: 1.074 Recall: 0.444 FA: 37 F1: 0.253968
07/10 05:27:08 AM | [201  37  10   8]
07/10 05:27:12 AM | Valid: [  1/600] Final Recall 68.7075% FA 903 F1: 36.7942%
07/10 05:27:12 AM | [6086  903  138  303]
07/10 05:27:12 AM | Valid: Time Spent: 4.886277s
07/10 05:27:12 AM | [0.3679417122040073]
07/10 05:27:14 AM | Model size = 1.511 MB
07/10 05:27:14 AM | Epoch 0 LR 0.05
07/10 05:27:16 AM | Train: [  1/600] Step 000/071 Loss: 0.980 Recall: 0.416 FA: 75 F1: 0.412698
07/10 05:27:16 AM | [56 75 73 52]
07/10 05:27:37 AM | Train: [  1/600] Step 050/071 Loss: 0.523 Recall: 0.871 FA: 16 F1: 0.874525
07/10 05:27:37 AM | [108  16  17 115]
07/10 05:27:46 AM | Train: [  1/600] Step 071/071 Loss: 0.476 Recall: 0.913 FA: 4 F1: 0.875000
07/10 05:27:46 AM | [22  4  2 21]
07/10 05:27:46 AM | Train: [  1/600] Final Recall 85.9467% FA 1401 F1: 85.3282%
07/10 05:27:46 AM | [7787 1401 1270 7767]
07/10 05:27:46 AM | Valid: [  1/600] Step 000/061 Loss: 0.218 Recall: 0.278 FA: 17 F1: 0.250000
07/10 05:27:46 AM | [221  17  13   5]
07/10 05:27:51 AM | Valid: [  1/600] Final Recall 29.2636% FA 399 F1: 28.3302%
07/10 05:27:51 AM | [6765  399  365  151]
07/10 05:27:51 AM | Valid: Time Spent: 4.723488s
07/10 05:27:51 AM | [0.2833020637898687]
07/10 05:27:53 AM | Model size = 1.423 MB
07/10 05:27:53 AM | Epoch 0 LR 0.05
07/10 05:27:54 AM | Train: [  1/600] Step 000/071 Loss: 0.890 Recall: 0.612 FA: 25 F1: 0.680498
07/10 05:27:54 AM | [97 25 52 82]
07/10 05:28:14 AM | Train: [  1/600] Step 050/071 Loss: 0.520 Recall: 0.931 FA: 28 F1: 0.867384
07/10 05:28:14 AM | [ 98  28   9 121]
07/10 05:28:22 AM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.947 FA: 6 F1: 0.837209
07/10 05:28:22 AM | [24  6  1 18]
07/10 05:28:22 AM | Train: [  1/600] Final Recall 85.2132% FA 1365 F1: 85.2179%
07/10 05:28:22 AM | [7622 1365 1366 7872]
07/10 05:28:22 AM | Valid: [  1/600] Step 000/061 Loss: 0.482 Recall: 0.783 FA: 32 F1: 0.493151
07/10 05:28:22 AM | [201  32   5  18]
07/10 05:28:28 AM | Valid: [  1/600] Final Recall 86.8644% FA 1060 F1: 42.2245%
07/10 05:28:28 AM | [5898 1060   62  410]
07/10 05:28:28 AM | Valid: Time Spent: 5.496655s
07/10 05:28:28 AM | [0.4222451081359423]
07/10 05:28:30 AM | Model size = 1.276 MB
07/10 05:28:30 AM | Epoch 0 LR 0.05
07/10 05:28:31 AM | Train: [  1/600] Step 000/071 Loss: 0.927 Recall: 0.669 FA: 62 F1: 0.632653
07/10 05:28:31 AM | [55 62 46 93]
07/10 05:28:47 AM | Train: [  1/600] Step 050/071 Loss: 0.660 Recall: 0.888 FA: 34 F1: 0.814229
07/10 05:28:47 AM | [106  34  13 103]
07/10 05:28:53 AM | Train: [  1/600] Step 071/071 Loss: 0.587 Recall: 0.818 FA: 4 F1: 0.818182
07/10 05:28:53 AM | [23  4  4 18]
07/10 05:28:53 AM | Train: [  1/600] Final Recall 83.5933% FA 1735 F1: 82.5532%
07/10 05:28:53 AM | [7323 1735 1504 7663]
07/10 05:28:53 AM | Valid: [  1/600] Step 000/061 Loss: 0.478 Recall: 0.737 FA: 48 F1: 0.345679
07/10 05:28:53 AM | [189  48   5  14]
07/10 05:28:57 AM | Valid: [  1/600] Final Recall 85.0288% FA 1467 F1: 36.4459%
07/10 05:28:57 AM | [5692 1467   78  443]
07/10 05:28:57 AM | Valid: Time Spent: 3.894539s
07/10 05:28:57 AM | [0.36445907034142333]
07/10 05:28:59 AM | Model size = 1.721 MB
07/10 05:28:59 AM | Epoch 0 LR 0.05
07/10 05:29:01 AM | Train: [  1/600] Step 000/071 Loss: 1.053 Recall: 0.415 FA: 85 F1: 0.401487
07/10 05:29:01 AM | [41 85 76 54]
07/10 05:29:25 AM | Train: [  1/600] Step 050/071 Loss: 0.543 Recall: 0.908 FA: 23 F1: 0.864000
07/10 05:29:25 AM | [114  23  11 108]
07/10 05:29:36 AM | Train: [  1/600] Step 071/071 Loss: 0.505 Recall: 0.852 FA: 2 F1: 0.884615
07/10 05:29:36 AM | [20  2  4 23]
07/10 05:29:36 AM | Train: [  1/600] Final Recall 86.1057% FA 1638 F1: 84.4818%
07/10 05:29:36 AM | [7353 1638 1283 7951]
07/10 05:29:36 AM | Valid: [  1/600] Step 000/061 Loss: 0.876 Recall: 0.773 FA: 50 F1: 0.382022
07/10 05:29:36 AM | [184  50   5  17]
07/10 05:29:42 AM | Valid: [  1/600] Final Recall 81.4059% FA 1197 F1: 35.9539%
07/10 05:29:42 AM | [5792 1197   82  359]
07/10 05:29:42 AM | Valid: Time Spent: 6.235940s
07/10 05:29:42 AM | [0.35953930896344516]
07/10 05:29:44 AM | Model size = 1.316 MB
07/10 05:29:44 AM | Epoch 0 LR 0.05
07/10 05:29:45 AM | Train: [  1/600] Step 000/071 Loss: 1.065 Recall: 0.525 FA: 83 F1: 0.475836
07/10 05:29:45 AM | [51 83 58 64]
07/10 05:30:02 AM | Train: [  1/600] Step 050/071 Loss: 0.609 Recall: 0.917 FA: 20 F1: 0.886447
07/10 05:30:02 AM | [104  20  11 121]
07/10 05:30:09 AM | Train: [  1/600] Step 071/071 Loss: 0.546 Recall: 0.846 FA: 4 F1: 0.846154
07/10 05:30:09 AM | [19  4  4 22]
07/10 05:30:09 AM | Train: [  1/600] Final Recall 85.7300% FA 1694 F1: 83.8800%
07/10 05:30:09 AM | [7463 1694 1294 7774]
07/10 05:30:09 AM | Valid: [  1/600] Step 000/061 Loss: 0.680 Recall: 0.812 FA: 37 F1: 0.393939
07/10 05:30:09 AM | [203  37   3  13]
07/10 05:30:13 AM | Valid: [  1/600] Final Recall 81.5900% FA 1283 F1: 36.2622%
07/10 05:30:13 AM | [5919 1283   88  390]
07/10 05:30:13 AM | Valid: Time Spent: 3.756981s
07/10 05:30:13 AM | [0.3626220362622037]
07/10 05:30:16 AM | Model size = 1.368 MB
07/10 05:30:16 AM | Epoch 0 LR 0.05
07/10 05:30:18 AM | Train: [  1/600] Step 000/071 Loss: 1.434 Recall: 0.357 FA: 85 F1: 0.363636
07/10 05:30:18 AM | [31 85 90 50]
07/10 05:30:37 AM | Train: [  1/600] Step 050/071 Loss: 0.615 Recall: 0.825 FA: 18 F1: 0.835443
07/10 05:30:37 AM | [118  18  21  99]
07/10 05:30:44 AM | Train: [  1/600] Step 071/071 Loss: 0.555 Recall: 0.957 FA: 2 F1: 0.936170
07/10 05:30:44 AM | [24  2  1 22]
07/10 05:30:44 AM | Train: [  1/600] Final Recall 83.9254% FA 1622 F1: 83.1684%
07/10 05:30:44 AM | [7539 1622 1457 7607]
07/10 05:30:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.852 Recall: 0.947 FA: 62 F1: 0.363636
07/10 05:30:44 AM | [175  62   1  18]
07/10 05:30:49 AM | Valid: [  1/600] Final Recall 96.5726% FA 2074 F1: 31.4201%
07/10 05:30:49 AM | [4860 2074   17  479]
07/10 05:30:49 AM | Valid: Time Spent: 4.549816s
07/10 05:30:49 AM | [0.31420137750081994]
07/10 05:30:51 AM | Model size = 1.429 MB
07/10 05:30:51 AM | Epoch 0 LR 0.05
07/10 05:30:52 AM | Train: [  1/600] Step 000/071 Loss: 1.037 Recall: 0.446 FA: 37 F1: 0.515556
07/10 05:30:52 AM | [89 37 72 58]
07/10 05:31:14 AM | Train: [  1/600] Step 050/071 Loss: 0.572 Recall: 0.803 FA: 15 F1: 0.836066
07/10 05:31:14 AM | [114  15  25 102]
07/10 05:31:22 AM | Train: [  1/600] Step 071/071 Loss: 0.516 Recall: 0.788 FA: 2 F1: 0.852459
07/10 05:31:22 AM | [14  2  7 26]
07/10 05:31:22 AM | Train: [  1/600] Final Recall 85.8952% FA 1594 F1: 84.4401%
07/10 05:31:22 AM | [7549 1594 1281 7801]
07/10 05:31:22 AM | Valid: [  1/600] Step 000/061 Loss: 0.660 Recall: 0.375 FA: 84 F1: 0.113208
07/10 05:31:22 AM | [156  84  10   6]
07/10 05:31:27 AM | Valid: [  1/600] Final Recall 53.5857% FA 2505 F1: 16.4225%
07/10 05:31:27 AM | [4673 2505  233  269]
07/10 05:31:27 AM | Valid: Time Spent: 5.181032s
07/10 05:31:27 AM | [0.16422466422466422]
07/10 05:31:31 AM | Model size = 1.405 MB
07/10 05:31:31 AM | Epoch 0 LR 0.05
07/10 05:31:33 AM | Train: [  1/600] Step 000/071 Loss: 1.067 Recall: 0.604 FA: 91 F1: 0.540373
07/10 05:31:33 AM | [21 91 57 87]
07/10 05:31:51 AM | Train: [  1/600] Step 050/071 Loss: 0.607 Recall: 0.798 FA: 6 F1: 0.865546
07/10 05:31:51 AM | [121   6  26 103]
07/10 05:31:59 AM | Train: [  1/600] Step 071/071 Loss: 0.547 Recall: 0.880 FA: 3 F1: 0.880000
07/10 05:31:59 AM | [21  3  3 22]
07/10 05:31:59 AM | Train: [  1/600] Final Recall 84.4909% FA 1628 F1: 83.4847%
07/10 05:31:59 AM | [7512 1628 1409 7676]
07/10 05:32:00 AM | Valid: [  1/600] Step 000/061 Loss: 0.232 Recall: 0.389 FA: 15 F1: 0.350000
07/10 05:32:00 AM | [223  15  11   7]
07/10 05:32:05 AM | Valid: [  1/600] Final Recall 57.3626% FA 475 F1: 43.8287%
07/10 05:32:05 AM | [6500  475  194  261]
07/10 05:32:05 AM | Valid: Time Spent: 5.172513s
07/10 05:32:05 AM | [0.4382871536523929]
07/10 05:32:07 AM | Model size = 1.447 MB
07/10 05:32:07 AM | Epoch 0 LR 0.05
07/10 05:32:08 AM | Train: [  1/600] Step 000/071 Loss: 1.056 Recall: 0.445 FA: 74 F1: 0.440154
07/10 05:32:08 AM | [54 74 71 57]
07/10 05:32:27 AM | Train: [  1/600] Step 050/071 Loss: 0.588 Recall: 0.949 FA: 37 F1: 0.837736
07/10 05:32:27 AM | [102  37   6 111]
07/10 05:32:35 AM | Train: [  1/600] Step 071/071 Loss: 0.536 Recall: 0.815 FA: 1 F1: 0.880000
07/10 05:32:35 AM | [21  1  5 22]
07/10 05:32:35 AM | Train: [  1/600] Final Recall 84.1302% FA 1627 F1: 83.4084%
07/10 05:32:35 AM | [7354 1627 1467 7777]
07/10 05:32:35 AM | Valid: [  1/600] Step 000/061 Loss: 0.384 Recall: 0.778 FA: 40 F1: 0.388889
07/10 05:32:35 AM | [198  40   4  14]
07/10 05:32:41 AM | Valid: [  1/600] Final Recall 75.8691% FA 1027 F1: 39.3217%
07/10 05:32:41 AM | [6164 1027  118  371]
07/10 05:32:41 AM | Valid: Time Spent: 5.656914s
07/10 05:32:41 AM | [0.3932167461579226]
07/10 05:32:44 AM | Model size = 1.479 MB
07/10 05:32:44 AM | Epoch 0 LR 0.05
07/10 05:32:45 AM | Train: [  1/600] Step 000/071 Loss: 1.106 Recall: 0.433 FA: 96 F1: 0.388060
07/10 05:32:45 AM | [40 96 68 52]
07/10 05:33:04 AM | Train: [  1/600] Step 050/071 Loss: 0.611 Recall: 0.943 FA: 18 F1: 0.902724
07/10 05:33:04 AM | [115  18   7 116]
07/10 05:33:11 AM | Train: [  1/600] Step 071/071 Loss: 0.550 Recall: 1.000 FA: 6 F1: 0.863636
07/10 05:33:11 AM | [24  6  0 19]
07/10 05:33:12 AM | Train: [  1/600] Final Recall 84.9945% FA 1738 F1: 83.2294%
07/10 05:33:12 AM | [7457 1738 1355 7675]
07/10 05:33:12 AM | Valid: [  1/600] Step 000/061 Loss: 0.377 Recall: 0.632 FA: 27 F1: 0.413793
07/10 05:33:12 AM | [210  27   7  12]
07/10 05:33:16 AM | Valid: [  1/600] Final Recall 59.3254% FA 671 F1: 40.5699%
07/10 05:33:16 AM | [6255  671  205  299]
07/10 05:33:16 AM | Valid: Time Spent: 4.826569s
07/10 05:33:16 AM | [0.40569877883310723]
07/10 05:33:18 AM | Model size = 1.413 MB
07/10 05:33:18 AM | Epoch 0 LR 0.05
07/10 05:33:19 AM | Train: [  1/600] Step 000/071 Loss: 1.106 Recall: 0.462 FA: 90 F1: 0.428571
07/10 05:33:19 AM | [36 90 70 60]
07/10 05:33:38 AM | Train: [  1/600] Step 050/071 Loss: 0.529 Recall: 0.837 FA: 11 F1: 0.869198
07/10 05:33:38 AM | [122  11  20 103]
07/10 05:33:44 AM | Train: [  1/600] Step 071/071 Loss: 0.491 Recall: 0.833 FA: 0 F1: 0.909091
07/10 05:33:44 AM | [19  0  5 25]
07/10 05:33:44 AM | Train: [  1/600] Final Recall 86.1081% FA 1511 F1: 85.0151%
07/10 05:33:44 AM | [7536 1511 1275 7903]
07/10 05:33:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.665 Recall: 0.917 FA: 68 F1: 0.241758
07/10 05:33:44 AM | [176  68   1  11]
07/10 05:33:48 AM | Valid: [  1/600] Final Recall 86.7735% FA 1805 F1: 31.6405%
07/10 05:33:48 AM | [5376 1805   66  433]
07/10 05:33:48 AM | Valid: Time Spent: 3.944982s
07/10 05:33:48 AM | [0.3164048227986847]
07/10 05:33:50 AM | Model size = 1.338 MB
07/10 05:33:50 AM | Epoch 0 LR 0.05
07/10 05:33:51 AM | Train: [  1/600] Step 000/071 Loss: 1.011 Recall: 0.541 FA: 78 F1: 0.508834
07/10 05:33:51 AM | [45 78 61 72]
07/10 05:34:10 AM | Train: [  1/600] Step 050/071 Loss: 0.554 Recall: 0.953 FA: 22 F1: 0.897059
07/10 05:34:10 AM | [106  22   6 122]
07/10 05:34:18 AM | Train: [  1/600] Step 071/071 Loss: 0.510 Recall: 0.885 FA: 1 F1: 0.920000
07/10 05:34:18 AM | [22  1  3 23]
07/10 05:34:18 AM | Train: [  1/600] Final Recall 85.4915% FA 1512 F1: 84.6041%
07/10 05:34:18 AM | [7608 1512 1321 7784]
07/10 05:34:18 AM | Valid: [  1/600] Step 000/061 Loss: 0.573 Recall: 0.933 FA: 66 F1: 0.294737
07/10 05:34:18 AM | [175  66   1  14]
07/10 05:34:24 AM | Valid: [  1/600] Final Recall 96.8153% FA 1940 F1: 31.8103%
07/10 05:34:24 AM | [5019 1940   15  456]
07/10 05:34:24 AM | Valid: Time Spent: 6.120028s
07/10 05:34:24 AM | [0.31810254621555634]
07/10 05:34:26 AM | Model size = 1.299 MB
07/10 05:34:26 AM | Epoch 0 LR 0.05
07/10 05:34:27 AM | Train: [  1/600] Step 000/071 Loss: 0.866 Recall: 0.692 FA: 28 F1: 0.727273
07/10 05:34:27 AM | [95 28 41 92]
07/10 05:34:44 AM | Train: [  1/600] Step 050/071 Loss: 0.493 Recall: 0.857 FA: 7 F1: 0.896266
07/10 05:34:44 AM | [123   7  18 108]
07/10 05:34:51 AM | Train: [  1/600] Step 071/071 Loss: 0.447 Recall: 1.000 FA: 6 F1: 0.833333
07/10 05:34:51 AM | [28  6  0 15]
07/10 05:34:51 AM | Train: [  1/600] Final Recall 87.5427% FA 1236 F1: 87.0394%
07/10 05:34:51 AM | [7910 1236 1131 7948]
07/10 05:34:52 AM | Valid: [  1/600] Step 000/061 Loss: 0.314 Recall: 0.692 FA: 23 F1: 0.400000
07/10 05:34:52 AM | [220  23   4   9]
07/10 05:34:55 AM | Valid: [  1/600] Final Recall 72.9508% FA 752 F1: 44.6115%
07/10 05:34:55 AM | [6440  752  132  356]
07/10 05:34:55 AM | Valid: Time Spent: 3.977698s
07/10 05:34:55 AM | [0.4461152882205514]
07/10 05:34:57 AM | Model size = 1.344 MB
07/10 05:34:57 AM | Epoch 0 LR 0.05
07/10 05:34:58 AM | Train: [  1/600] Step 000/071 Loss: 1.030 Recall: 0.531 FA: 72 F1: 0.507463
07/10 05:34:58 AM | [56 72 60 68]
07/10 05:35:15 AM | Train: [  1/600] Step 050/071 Loss: 0.541 Recall: 0.892 FA: 12 F1: 0.899225
07/10 05:35:15 AM | [114  12  14 116]
07/10 05:35:23 AM | Train: [  1/600] Step 071/071 Loss: 0.500 Recall: 0.846 FA: 2 F1: 0.880000
07/10 05:35:23 AM | [21  2  4 22]
07/10 05:35:23 AM | Train: [  1/600] Final Recall 85.6307% FA 1529 F1: 84.5659%
07/10 05:35:23 AM | [7642 1529 1301 7753]
07/10 05:35:23 AM | Valid: [  1/600] Step 000/061 Loss: 0.356 Recall: 0.647 FA: 28 F1: 0.392857
07/10 05:35:23 AM | [211  28   6  11]
07/10 05:35:28 AM | Valid: [  1/600] Final Recall 76.8737% FA 1061 F1: 38.0498%
07/10 05:35:28 AM | [5902 1061  108  359]
07/10 05:35:28 AM | Valid: Time Spent: 4.796226s
07/10 05:35:28 AM | [0.3804981452040275]
07/10 05:35:32 AM | Model size = 1.273 MB
07/10 05:35:32 AM | Epoch 0 LR 0.05
07/10 05:35:33 AM | Train: [  1/600] Step 000/071 Loss: 1.048 Recall: 0.524 FA: 88 F1: 0.469314
07/10 05:35:33 AM | [44 88 59 65]
07/10 05:35:51 AM | Train: [  1/600] Step 050/071 Loss: 0.594 Recall: 0.844 FA: 14 F1: 0.864000
07/10 05:35:51 AM | [114  14  20 108]
07/10 05:35:58 AM | Train: [  1/600] Step 071/071 Loss: 0.536 Recall: 0.821 FA: 2 F1: 0.867925
07/10 05:35:58 AM | [19  2  5 23]
07/10 05:35:58 AM | Train: [  1/600] Final Recall 84.7655% FA 1529 F1: 84.1247%
07/10 05:35:58 AM | [7572 1529 1390 7734]
07/10 05:35:59 AM | Valid: [  1/600] Step 000/061 Loss: 0.347 Recall: 1.000 FA: 38 F1: 0.344828
07/10 05:35:59 AM | [208  38   0  10]
07/10 05:36:02 AM | Valid: [  1/600] Final Recall 89.4191% FA 1147 F1: 41.8447%
07/10 05:36:02 AM | [6051 1147   51  431]
07/10 05:36:02 AM | Valid: Time Spent: 4.013318s
07/10 05:36:02 AM | [0.41844660194174754]
07/10 05:36:04 AM | Model size = 1.309 MB
07/10 05:36:04 AM | Epoch 0 LR 0.05
07/10 05:36:05 AM | Train: [  1/600] Step 000/071 Loss: 0.965 Recall: 0.559 FA: 66 F1: 0.518828
07/10 05:36:05 AM | [79 66 49 62]
07/10 05:36:23 AM | Train: [  1/600] Step 050/071 Loss: 0.601 Recall: 0.894 FA: 5 F1: 0.925490
07/10 05:36:23 AM | [119   5  14 118]
07/10 05:36:31 AM | Train: [  1/600] Step 071/071 Loss: 0.558 Recall: 0.889 FA: 9 F1: 0.744186
07/10 05:36:31 AM | [22  9  2 16]
07/10 05:36:31 AM | Train: [  1/600] Final Recall 83.6237% FA 1639 F1: 82.9196%
07/10 05:36:31 AM | [7518 1639 1485 7583]
07/10 05:36:32 AM | Valid: [  1/600] Step 000/061 Loss: 0.877 Recall: 0.529 FA: 29 F1: 0.327273
07/10 05:36:32 AM | [210  29   8   9]
07/10 05:36:37 AM | Valid: [  1/600] Final Recall 57.9055% FA 785 F1: 36.2934%
07/10 05:36:37 AM | [6158  785  205  282]
07/10 05:36:37 AM | Valid: Time Spent: 5.669087s
07/10 05:36:37 AM | [0.36293436293436293]
07/10 05:36:41 AM | Model size = 1.442 MB
07/10 05:36:41 AM | Epoch 0 LR 0.05
07/10 05:36:42 AM | Train: [  1/600] Step 000/071 Loss: 0.948 Recall: 0.723 FA: 38 F1: 0.717557
07/10 05:36:42 AM | [88 38 36 94]
07/10 05:37:03 AM | Train: [  1/600] Step 050/071 Loss: 0.555 Recall: 0.833 FA: 8 F1: 0.880000
07/10 05:37:03 AM | [116   8  22 110]
07/10 05:37:12 AM | Train: [  1/600] Step 071/071 Loss: 0.507 Recall: 1.000 FA: 10 F1: 0.791667
07/10 05:37:12 AM | [20 10  0 19]
07/10 05:37:12 AM | Train: [  1/600] Final Recall 86.1489% FA 1536 F1: 84.8672%
07/10 05:37:12 AM | [7585 1536 1261 7843]
07/10 05:37:12 AM | Valid: [  1/600] Step 000/061 Loss: 0.353 Recall: 0.882 FA: 37 F1: 0.434783
07/10 05:37:12 AM | [202  37   2  15]
07/10 05:37:17 AM | Valid: [  1/600] Final Recall 66.4544% FA 976 F1: 35.5682%
07/10 05:37:17 AM | [6233  976  158  313]
07/10 05:37:17 AM | Valid: Time Spent: 4.365197s
07/10 05:37:17 AM | [0.35568181818181815]
07/10 05:37:19 AM | Model size = 1.260 MB
07/10 05:37:19 AM | Epoch 0 LR 0.05
07/10 05:37:20 AM | Train: [  1/600] Step 000/071 Loss: 0.965 Recall: 0.621 FA: 42 F1: 0.640625
07/10 05:37:20 AM | [82 42 50 82]
07/10 05:37:36 AM | Train: [  1/600] Step 050/071 Loss: 0.553 Recall: 0.884 FA: 14 F1: 0.892734
07/10 05:37:36 AM | [ 96  14  17 129]
07/10 05:37:43 AM | Train: [  1/600] Step 071/071 Loss: 0.515 Recall: 0.929 FA: 3 F1: 0.912281
07/10 05:37:43 AM | [18  3  2 26]
07/10 05:37:43 AM | Train: [  1/600] Final Recall 84.8320% FA 1604 F1: 83.7365%
07/10 05:37:43 AM | [7602 1604 1368 7651]
07/10 05:37:43 AM | Valid: [  1/600] Step 000/061 Loss: 0.472 Recall: 0.467 FA: 27 F1: 0.285714
07/10 05:37:43 AM | [214  27   8   7]
07/10 05:37:47 AM | Valid: [  1/600] Final Recall 55.3785% FA 606 F1: 40.1154%
07/10 05:37:47 AM | [6322  606  224  278]
07/10 05:37:47 AM | Valid: Time Spent: 3.505226s
07/10 05:37:47 AM | [0.40115440115440115]
07/10 05:37:49 AM | Model size = 1.553 MB
07/10 05:37:49 AM | Epoch 0 LR 0.05
07/10 05:37:50 AM | Train: [  1/600] Step 000/071 Loss: 0.970 Recall: 0.737 FA: 85 F1: 0.600000
07/10 05:37:50 AM | [53 85 31 87]
07/10 05:38:12 AM | Train: [  1/600] Step 050/071 Loss: 0.543 Recall: 0.802 FA: 9 F1: 0.855932
07/10 05:38:12 AM | [121   9  25 101]
07/10 05:38:22 AM | Train: [  1/600] Step 071/071 Loss: 0.499 Recall: 0.880 FA: 1 F1: 0.916667
07/10 05:38:22 AM | [23  1  3 22]
07/10 05:38:22 AM | Train: [  1/600] Final Recall 85.9334% FA 1564 F1: 84.5849%
07/10 05:38:22 AM | [7597 1564 1275 7789]
07/10 05:38:23 AM | Valid: [  1/600] Step 000/061 Loss: 0.746 Recall: 1.000 FA: 58 F1: 0.325581
07/10 05:38:23 AM | [184  58   0  14]
07/10 05:38:29 AM | Valid: [  1/600] Final Recall 93.5760% FA 2322 F1: 27.0924%
07/10 05:38:29 AM | [4891 2322   30  437]
07/10 05:38:29 AM | Valid: Time Spent: 6.518761s
07/10 05:38:29 AM | [0.2709237445753254]
07/10 05:38:36 AM | Model size = 1.547 MB
07/10 05:38:36 AM | Epoch 0 LR 0.05
07/10 05:38:37 AM | Train: [  1/600] Step 000/071 Loss: 1.009 Recall: 0.405 FA: 40 F1: 0.473214
07/10 05:38:37 AM | [85 40 78 53]
07/10 05:39:01 AM | Train: [  1/600] Step 050/071 Loss: 0.555 Recall: 0.929 FA: 32 F1: 0.838710
07/10 05:39:01 AM | [112  32   8 104]
07/10 05:39:10 AM | Train: [  1/600] Step 071/071 Loss: 0.508 Recall: 0.826 FA: 5 F1: 0.808511
07/10 05:39:10 AM | [21  5  4 19]
07/10 05:39:10 AM | Train: [  1/600] Final Recall 85.7361% FA 1546 F1: 84.6431%
07/10 05:39:10 AM | [7502 1546 1309 7868]
07/10 05:39:10 AM | Valid: [  1/600] Step 000/061 Loss: 0.286 Recall: 0.176 FA: 5 F1: 0.240000
07/10 05:39:10 AM | [234   5  14   3]
07/10 05:39:15 AM | Valid: [  1/600] Final Recall 17.8295% FA 142 F1: 24.5333%
07/10 05:39:15 AM | [7022  142  424   92]
07/10 05:39:15 AM | Valid: Time Spent: 4.755357s
07/10 05:39:15 AM | [0.24533333333333335]
07/10 05:39:17 AM | Model size = 1.337 MB
07/10 05:39:17 AM | Epoch 0 LR 0.05
07/10 05:39:18 AM | Train: [  1/600] Step 000/071 Loss: 1.169 Recall: 0.398 FA: 104 F1: 0.355072
07/10 05:39:18 AM | [ 29 104  74  49]
07/10 05:39:37 AM | Train: [  1/600] Step 050/071 Loss: 0.541 Recall: 0.915 FA: 13 F1: 0.907692
07/10 05:39:37 AM | [114  13  11 118]
07/10 05:39:44 AM | Train: [  1/600] Step 071/071 Loss: 0.495 Recall: 0.846 FA: 3 F1: 0.862745
07/10 05:39:44 AM | [20  3  4 22]
07/10 05:39:44 AM | Train: [  1/600] Final Recall 85.8469% FA 1532 F1: 84.7547%
07/10 05:39:44 AM | [7536 1532 1296 7861]
07/10 05:39:44 AM | Valid: [  1/600] Step 000/061 Loss: 0.297 Recall: 0.562 FA: 34 F1: 0.305085
